,n_lags,quantiles,n_changepoints,n_forecasts,learning_rate,ar_layers,ar_reg,changepoints_range,trend_reg,seasonality_mode,rmse
204,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.0,multiplicative,1.4152267694473266
205,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.0,additive,0.9352529406547546
206,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.05,multiplicative,1.4585095047950745
207,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.05,additive,1.7265435934066773
208,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.1,multiplicative,1.52751567363739
209,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.1,additive,1.2634228825569154
210,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.0,multiplicative,0.9882347583770752
211,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.0,additive,1.14809752702713
212,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.05,multiplicative,1.8971803665161133
213,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.05,additive,1.3644449830055236
214,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.1,multiplicative,1.9025083303451538
215,52,"[0.025, 0.975]",25,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.1,additive,1.1715087056159974
216,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.0,0.05,0.0,multiplicative,0.9695453405380249
217,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.0,0.05,0.0,additive,1.407945990562439
218,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.0,0.05,0.05,multiplicative,1.9783948183059692
219,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.0,0.05,0.05,additive,1.6995376467704773
220,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.0,0.05,0.1,multiplicative,1.4999612092971801
221,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.0,0.05,0.1,additive,1.092046320438385
222,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.5,0.05,0.0,multiplicative,1.0508054852485658
223,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.5,0.05,0.0,additive,1.0831286191940308
224,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.5,0.05,0.05,multiplicative,1.2876724481582642
225,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.5,0.05,0.05,additive,1.1021711349487304
226,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.5,0.05,0.1,multiplicative,1.283068299293518
227,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",0.5,0.05,0.1,additive,1.4488675355911256
228,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",1.0,0.05,0.0,multiplicative,1.346236002445221
229,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",1.0,0.05,0.0,additive,0.9739346146583557
230,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",1.0,0.05,0.05,multiplicative,1.1741915702819825
231,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",1.0,0.05,0.05,additive,1.7294438123703002
232,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",1.0,0.05,0.1,multiplicative,1.5343748927116394
233,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32]",1.0,0.05,0.1,additive,1.6499095678329467
234,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.0,0.05,0.0,multiplicative,1.7165545582771302
235,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.0,0.05,0.0,additive,1.072290015220642
236,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.0,0.05,0.05,multiplicative,1.3081132292747497
237,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.0,0.05,0.05,additive,1.0572130918502807
238,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.0,0.05,0.1,multiplicative,1.7315009593963624
239,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.0,0.05,0.1,additive,2.0231217741966248
240,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.5,0.05,0.0,multiplicative,2.308807897567749
241,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.5,0.05,0.0,additive,1.2548324823379517
242,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.5,0.05,0.05,multiplicative,1.3399343609809875
243,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.5,0.05,0.05,additive,1.6799757599830627
244,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.5,0.05,0.1,multiplicative,1.3003298163414
245,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",0.5,0.05,0.1,additive,1.0378856658935547
246,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",1.0,0.05,0.0,multiplicative,1.6575401782989503
247,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",1.0,0.05,0.0,additive,1.4969310760498047
248,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",1.0,0.05,0.05,multiplicative,1.1512098431587219
249,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",1.0,0.05,0.05,additive,0.9906502604484558
250,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",1.0,0.05,0.1,multiplicative,1.8146881580352783
251,52,"[0.025, 0.975]",30,12,0.01,"[32, 32, 32, 32, 32]",1.0,0.05,0.1,additive,1.2650475025177002
252,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.0,multiplicative,1.0269145488739013
253,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.0,additive,1.3290197372436523
254,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.05,multiplicative,1.100684905052185
255,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.05,additive,1.4543514728546143
256,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.1,multiplicative,1.9955531358718872
257,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.1,additive,1.2365405917167664
258,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.0,multiplicative,1.1689813137054443
259,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.0,additive,1.1185680270195006
260,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.05,multiplicative,2.203983211517334
261,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.05,additive,1.719405436515808
262,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.1,multiplicative,1.2789290785789489
263,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.1,additive,0.8728186368942261
264,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.0,multiplicative,1.3505490303039551
265,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.0,additive,1.1157789468765258
266,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.05,multiplicative,1.2223304867744447
267,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.05,additive,1.6012562394142151
268,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.1,multiplicative,1.6098753571510316
269,52,"[0.025, 0.975]",30,12,0.01,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.1,additive,0.9360763430595398
270,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.0,0.05,0.0,multiplicative,1.3000988364219666
271,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.0,0.05,0.0,additive,1.1479450583457946
272,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.0,0.05,0.05,multiplicative,0.9583270072937011
273,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.0,0.05,0.05,additive,1.3008277416229248
274,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.0,0.05,0.1,multiplicative,1.1562301754951476
275,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.0,0.05,0.1,additive,1.3169055819511413
276,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.5,0.05,0.0,multiplicative,1.5025791883468629
277,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.5,0.05,0.0,additive,1.1422424077987672
278,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.5,0.05,0.05,multiplicative,1.4350646257400512
279,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.5,0.05,0.05,additive,1.2720092415809632
280,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.5,0.05,0.1,multiplicative,1.7135589718818665
281,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",0.5,0.05,0.1,additive,1.0186508774757386
282,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",1.0,0.05,0.0,multiplicative,1.2953025221824646
283,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",1.0,0.05,0.0,additive,1.4399887323379517
284,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",1.0,0.05,0.05,multiplicative,0.9722172260284424
285,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",1.0,0.05,0.05,additive,1.096742570400238
286,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",1.0,0.05,0.1,multiplicative,0.9128359913825989
287,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32]",1.0,0.05,0.1,additive,1.6073813676834106
288,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.0,0.05,0.0,multiplicative,1.1735693573951722
289,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.0,0.05,0.0,additive,1.1589974164962769
290,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.0,0.05,0.05,multiplicative,1.8517765045166015
291,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.0,0.05,0.05,additive,1.1307713985443115
292,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.0,0.05,0.1,multiplicative,1.9444389343261719
293,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.0,0.05,0.1,additive,1.3025603413581848
294,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.5,0.05,0.0,multiplicative,1.297936248779297
295,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.5,0.05,0.0,additive,1.1312474250793456
296,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.5,0.05,0.05,multiplicative,1.4050350308418273
297,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.5,0.05,0.05,additive,1.5827064037322998
298,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.5,0.05,0.1,multiplicative,1.5906890869140624
299,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",0.5,0.05,0.1,additive,1.0877751588821412
300,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",1.0,0.05,0.0,multiplicative,1.1361792922019958
301,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",1.0,0.05,0.0,additive,1.320349645614624
302,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",1.0,0.05,0.05,multiplicative,1.0964676856994628
303,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",1.0,0.05,0.05,additive,1.3887890577316284
304,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",1.0,0.05,0.1,multiplicative,1.1748515009880065
305,52,"[0.025, 0.975]",30,12,0.001,"[32, 32, 32, 32, 32]",1.0,0.05,0.1,additive,1.6793747425079346
306,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.0,multiplicative,1.0874853730201721
307,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.0,additive,1.764603078365326
308,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.05,multiplicative,1.2225916385650635
309,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.05,additive,1.0918431282043457
310,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.1,multiplicative,1.9720938205718994
311,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.0,0.05,0.1,additive,1.8138001203536986
312,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.0,multiplicative,1.309210181236267
313,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.0,additive,0.9291711211204529
314,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.05,multiplicative,1.2309382677078247
315,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.05,additive,1.7394685745239258
316,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.1,multiplicative,2.9799025654792786
317,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",0.5,0.05,0.1,additive,0.9925778269767761
318,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.0,multiplicative,0.9141120314598083
319,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.0,additive,1.2906080603599548
320,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.05,multiplicative,1.571571147441864
321,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.05,additive,1.5528166174888611
322,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.1,multiplicative,2.7188446044921877
323,52,"[0.025, 0.975]",30,12,0.001,"[16, 16, 16, 16, 16, 16, 16, 16]",1.0,0.05,0.1,additive,1.0820437788963317
